tempo,dynamic_range,emotion,valence,arousal,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12
185,16.212779352709866,relaxed,0.31674252209451303,0.025095765570911643,-0.1656205009696745,-0.18333234595600476,0.4471025898796071,0.35237326461685065,0.5749711536796179,0.4813830641388003,1.452769808511002,-0.382049328836101,-0.275133248497799,0.7406403777625539,-0.6458031125368686,0.23401565158476104,0.04153737723129252,0.0641790452932568,0.48966316119648556,0.5088062738855911,0.32053624954782456,0.3169341215878516,0.9358806810042581,0.8155930589669287,0.5373806086461744,0.742458114073009,0.10187143489580397,0.8923455236973307,0.061578444836143165
182,6.180512013881245,angry,-0.30960917291845824,0.3075201677379025,1.066754430610703,-1.0312126413342235,0.7702109989626998,-0.1772022964588669,0.5267639647529517,1.279099416617868,0.19343139117346048,-1.416782902638651,1.2476494400574474,1.1210256139512143,0.8196291365501391,-1.1385705327542779,-1.4923605355751528,0.1528584891818895,0.9635902461706196,0.9182167397172113,0.7294369695223014,0.4766224125729088,0.9879808197250631,0.1262677130387414,0.15743986654950892,0.14740288729977535,0.915064895084041,0.8077393455858503,0.30332058128728445
101,7.306514491509617,sad,-0.5237335250677582,-0.9753019150485644,0.42071915453892506,1.1307499668428493,-0.5161535088224246,-0.8806712987825872,-0.03811684626440551,0.526099330325582,0.0922520134469451,-0.20643839311429085,-2.1019027247809747,-0.14100076878347867,0.2923540764901479,-0.5437225410860038,-0.7143421125424486,0.0014715158062982292,0.09190210642958474,0.6535517745716299,0.9222400500934316,0.8117313600753279,0.7227055917895504,0.8185346178678786,0.24966565784085126,0.11988475278034372,0.8099637118142602,0.47854240521805624,0.7301031396220445
160,9.683020312153785,relaxed,-0.4043773927976022,0.5831090890975874,1.536861457339861,-0.1299953203047792,0.7465509695454994,-0.13405986904100894,-0.9123107474423905,0.4914119690390656,1.5305918832470986,0.26952021922507524,1.0444459614453867,-0.4528491212666908,-0.5121873794896801,-0.7341699228472602,0.7217701924924019,0.4948057417149071,0.3972256752238501,0.5185132424391725,0.9497655786509918,0.6722400783902535,0.7155889604985298,0.15824000163383134,0.46636368478990964,0.2860638196160914,0.31880516239945256,0.7238811286484844,0.6288160748377539
97,12.946129912916096,relaxed,-0.6275143628930613,-0.36169681464506476,0.5303236114174574,0.5752840652565312,1.617791909225609,0.09774149290933276,-1.6044273745158386,-0.8914662136475137,-0.7346391203959001,-0.007443278909414135,-2.995511575715012,-0.09853424083288184,0.7607535094166807,0.44084563379556024,0.4036426230285451,0.6686502202902782,0.5048983895941526,0.2576648867864948,0.14368658754108699,0.43916676060733484,0.6205877087858649,0.4131716933458034,0.8418233507377993,0.08171102123436036,0.4700499756841764,0.1961489751157265,0.015680231452403715
153,16.271722818038533,happy,-0.5311829694179595,-0.0024930358756494186,-1.2789686287956357,0.6025908989625844,-0.009278096042634618,-1.6041353825416689,0.6430385439711187,-0.2767675325612016,-0.9530180314140658,-0.16544754426911232,-0.1445554664667963,-1.9426272153553863,0.6434853518090087,0.5957967109426061,-0.873738727046972,0.6905310903735272,0.39645581952156717,0.4052175074997988,0.4317342753751734,0.22471163984591225,0.3660715520198913,0.5620449059818934,0.152309426599603,0.8244551559003764,0.7681684214692058,0.057221901820579846,0.11502690892482426
94,9.41128816081358,sad,-0.20569085040794355,-0.5832150514543313,1.828924101128458,-0.6645817615304352,1.2468923772846734,-1.5765204894022222,-0.1006413947076651,-0.9175117930915678,-0.5752697711225898,-0.185238636068651,-0.6464178386040499,0.67968796067394,-0.1078800626226914,1.173137814488705,-0.2022035700527139,0.27900099438203674,0.4856908063778417,0.6469191672928485,0.7291415037212002,0.8210754596591545,0.6880099478566676,0.29240353001289454,0.00967627483737632,0.7270181643455578,0.4968307465295627,0.4431356005655772,0.5424720874420567
144,14.338703949266067,sad,-0.3542720729697677,-0.3936799682417791,2.4062553336199106,-1.2275358875379392,-0.5024718655731203,0.6411321199796625,-2.337797321436452,-1.0851494035489457,0.6953017052503395,-0.7807847218204986,-1.3919576929883353,-1.2237857407163764,-0.02367646494564252,-1.009053831314396,0.4289998681751899,0.37536584486324753,0.637125485398449,0.04923113660729095,0.8430001893261284,0.5835704397433152,0.9243386829087276,0.9837039284221528,0.1445075486568903,0.8336853094161304,0.6713566265781178,0.46130577225964786,0.1575977187104306
47,10.16487263092151,happy,0.6474954808461262,-0.9898719729261549,1.0597243700660193,-0.3334303626282599,-0.3499890987380222,0.9280214445958397,0.4502459434553245,-2.591524645710993,-0.9362693325664407,0.8673607303130623,2.30580293037292,0.42022469375557614,-1.214327702362518,0.27233055564300135,-1.3623489915958777,0.5231131799689773,0.33072608611666765,0.2945183612767862,0.538112182205139,0.8098972157989549,0.45276134194739015,0.2785801269322543,0.501328499528241,0.8586417001740918,0.9436582342143768,0.31667255059267707,0.08314684967198793
42,10.27089203556218,happy,0.07558178546201688,-0.07605384168929552,0.9341121427740299,0.7801755243178427,0.9276485722377386,-0.9035920065337228,-0.8780104301851978,-0.49696323542157045,0.15892427966627107,1.0706015024510562,-1.056981217841502,-1.8082755101342676,-0.9165948287247221,-0.03306890665269172,-0.748596092253233,0.41917259198238266,0.9525811150768231,0.3896163032852138,0.3745858878538575,0.28490905695560775,0.9511459519989913,0.27731424848782493,0.39820252126934375,0.008274422806539339,0.8907276713850872,0.6008262880848614,0.5271480572240561
68,13.875632663892072,relaxed,-0.8400275305074698,-0.22746964096691968,-0.03927908516161209,0.15086557433175865,0.896640659687144,1.3979158168816987,0.23056525189891605,-0.2030061265380735,-2.3909135288331274,1.1941083950994185,-0.6741178718252081,-0.8358918520561611,0.2817169714907216,-0.5694347954901181,-0.45711922326941923,0.24840628196172332,0.6664106342910749,0.8818701549681797,0.9334846172414374,0.15357160677419257,0.8930641466644843,0.9856353380704739,0.7856708663619143,0.5191609574662627,0.6369721735352162,0.30947157943145176,0.12856847098413327
56,18.00125382701163,sad,0.7565589147055767,0.9494707932860555,0.29620156616025006,1.110261287034235,-0.8036729942980193,0.1324597061683972,0.35480461182600703,0.20970882471042038,-1.8973712224673014,0.9783237747075173,-0.05848727893001677,1.332298680930443,1.2256422991053249,0.28016461700145173,0.38885568425267963,0.26470436106446815,0.060314855984279325,0.2798685031639786,0.03837691808543886,0.003555630275071553,0.8504978887040275,0.3459146998328134,0.48583733540973606,0.1417958769547668,0.29775493060136937,0.5336892804092278,0.29303635512707993
59,12.163331730148657,happy,0.835871881567881,0.2487667308412187,-0.5888915865077201,-0.11961246048100334,0.4536876482763726,0.3108747648664399,-1.153107959721684,1.0172908342232279,-1.5764579201077533,0.5765353177020036,0.6639310337885929,1.37979800664908,1.3711349191689806,-2.5301359647629287,-0.9983437160177489,0.886373274416468,0.5458031237820968,0.07086643503233203,0.9737579765465596,0.6140919113394444,0.9851453577928618,0.11613088190980081,0.4056581947940715,0.6143998176033673,0.32534880433940006,0.2637924678033169,0.11506373335169384
200,7.723823376040651,angry,-0.6920971818838961,0.02670451462072121,-0.36336378414730786,0.5732231684352432,0.18468216943296753,1.2758598996359827,0.38275574715793137,2.067478688144966,-1.6223194562991274,0.2659940609139637,-0.501115120943836,-0.23973234288973622,1.4367511123555736,0.4464006888932823,1.692210565100797,0.9757830008166992,0.4657421579188039,0.9168195055516699,0.2393120775353249,0.13318719810402058,0.9518445841819915,0.320678109008832,0.7824981222435078,0.7682284665356985,0.8328462382289663,0.4397815741002943,0.4639256252554885
147,19.725781853524143,sad,-0.2522946752278383,-0.7750088407630651,-1.078133749230804,0.16634240418542323,-0.06339599516074118,-0.993059039972624,1.40312796668698,2.1405938723082536,-0.43378560386933895,0.247058333020742,0.068577584811373,-0.6531174203758435,1.980895714576903,-1.4729645122424062,0.9749343075426791,0.44996710472384527,0.44874011050115437,0.4135731204591748,0.45199461497169224,0.15664676174383596,0.5843855697177065,0.40545554479138535,0.5607083229528462,0.3939149621746554,0.08734793027248722,0.5806868317444134,0.28881976571497137
108,15.842086019277568,sad,-0.5350802253867883,0.3381880023514896,-1.3267233465151664,0.21441368403183536,-0.780173752972229,0.9200678746869893,0.2733068033554448,-0.9668866647591651,-1.04443563909462,0.6556318434801516,0.7105472262979096,0.32804701187233243,-0.9086434943564671,-0.8459117705036824,1.0274918769358854,0.14088425987035524,0.3241799085535496,0.3729334387423272,0.4357673083523289,0.8811936101203856,0.43083370877705984,0.7533726578898725,0.8623947712247829,0.6319491194836024,0.12572025626473504,0.45817486385576445,0.7879282791143148
