tempo,dynamic_range,emotion,target,valence,arousal,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12
185,8.974430368973682,angry,2,-0.13616475669589723,-0.8232656241399336,-1.560870648628192,1.8187510342929682,-0.5194387514583818,-0.6820059135038224,1.1983086150279294,0.43089736274393536,0.8835337086380393,1.1869110160002783,-0.6935176449510019,-2.0023021156061374,-0.05382336901345623,0.8736601789990207,-1.1070659255953372,0.18013507765455494,0.3359195282202322,0.5862040475860882,0.5052132228439903,0.6588755280069755,0.30992731620741343,0.09929200809909922,0.7252229664391735,0.6535994026237233,0.4786836527583125,0.6684154117658517,0.5250046537921305
189,5.721293608904964,relaxed,3,0.6367101706442995,-0.04030912598552172,-1.7467029777239282,-0.3113888824327114,0.9126045641742354,0.4650317662443143,-1.5769628726142773,-0.4090941031240596,0.658966710797692,1.4796250686543477,1.8517939079751637,0.24400090711020447,0.03499708331829702,-0.701423204164607,0.0719277209058323,0.4391998579766285,0.16185835952179584,0.6323827946340739,0.1257259962306484,0.6069651812125858,0.6407576747923542,0.4138280856383668,0.3780638336533484,0.16282203831187292,0.6414401289676496,0.17538885644703295,0.1289019231816303
153,10.49579050762786,angry,2,0.18176780603777676,0.2519539645118589,-1.9305875446335439,-1.540566666565338,0.4818404721964553,-0.2112469705741437,0.6109187753408143,-2.62635347396192,1.6671492467783648,-1.2308938087462429,0.6295321264961644,-1.073470547596232,-0.40199118538491363,-2.1546898341612186,0.6092589969043127,0.6029425399772947,0.6166845177653053,0.28324857576288,0.17109554791644033,0.5839254679313585,0.7273123954387666,0.08769854546466149,0.42118681459644014,0.9944883850802257,0.6761110943929457,0.186656811527395,0.7879382342856036
78,13.850276472859443,relaxed,3,-0.4915814733625967,-0.33836549983542574,-0.7925293550097617,-0.584588927809121,1.1291574657794394,-0.24998470316303317,-1.118581913463237,-0.04356869378244062,-0.17342141876609024,0.4241920633146753,1.4274446387323911,1.1969275266891357,-1.271843959286347,0.6202719651444556,0.03425788458153751,0.6370622537600406,0.5603631855239546,0.32969239570628706,0.3315955369132959,0.5277830479934416,0.22277132092725227,0.2087321966184903,0.2894384451581492,0.9424066027153993,0.591868275277887,0.9093118264263546,0.11927616521198059
70,11.853226685969169,happy,0,-0.35457781408127387,-0.8805417693125817,-0.5013043403567651,-0.45762552893343106,-2.1560405097410276,-0.2743038427814317,0.06578217500011097,0.13143102459210357,-1.2211542340033763,-1.753395044237016,-0.7204493843784449,1.1078613622649487,-0.7174141488587625,1.639466262152835,-0.9020991886706792,0.8947307017210558,0.3160033148917395,0.7667723482826971,0.17247101702575962,0.6972727489738434,0.46501914700674296,0.557788982867657,0.6185343600682158,0.7185936306369781,0.7175219245427211,0.6086430604026632,0.1922968056007125
61,9.43276687959224,relaxed,3,0.14282224510059693,-0.8295326019496729,0.7206275953314609,0.30635522029991036,1.2846695856569312,-0.2755917180999109,0.841698046445739,0.6808453715697618,-2.1578524191219546,-1.3632803841352763,-1.8173690328467869,0.8160314275233116,-0.1208134782290854,-1.300138934265933,0.12620139027812297,0.1728535679890839,0.8764229853380403,0.5850906828721351,0.14845987461903776,0.010043677748351576,0.526465671777724,0.31625189341685944,0.7330839829963153,0.37312774192249565,0.1087924582230756,0.6784260166858331,0.3028875495827603
88,18.378778377932704,relaxed,3,-0.13375295852813096,-0.7362400620500569,1.0029530919977967,0.8618471969959168,0.14122794743873288,-0.2945466198101089,-0.7664797205149987,-0.7509840086068494,0.6939207042694301,-0.5231472187796223,-0.370231487319194,-0.3993598694120605,-0.8289189961406656,-0.36408834249795413,1.7792613008833311,0.9666323307204455,0.4302735927688768,0.2680945203466435,0.09712050128294514,0.3452212529296409,0.5887982009605693,0.37435461683050864,0.17972766552854202,0.8184227287733128,0.30574700275319966,0.7540834973847339,0.12559016936633016
141,18.975983696346518,sad,1,-0.28377338152284093,-0.36385766348566984,0.10897334577357759,-0.2534415721662757,0.4588968831316781,0.641920836199611,0.008342820973554255,-0.8897202442157015,1.4672402949273708,-0.48395986607206104,1.0185777960328435,0.8309511914563379,-0.5311602056775109,0.7604311035587232,-0.2702628141771008,0.020941988094000497,0.9122130400332338,0.5648910188025541,0.9101877157142821,0.6698826369148851,0.24813724570792062,0.6416840613218702,0.614218491143537,0.6042761080337347,0.29420843817440134,0.3416660325675789,0.35593134491740996
158,9.776507052808117,angry,2,0.09619867119623748,-0.7495272153065025,1.2568530959393063,-0.5561803401105442,-0.725220502219067,-0.7307199358767744,0.27601822958556094,0.5684367761517889,0.28743874142116616,-1.0490233011725287,0.6855800911302634,-1.3545115612438239,-2.9450982307677718,-1.5796828772538483,0.8018855656584016,0.8536576863419835,0.5615485204939408,0.10690060200690799,0.7905157946891239,0.41277460209694417,0.22958136491843062,0.7220861970299844,0.13475998188147487,0.9878779773710689,0.20198461278021995,0.1726524641257542,0.8595398072890716
172,15.654853011716105,happy,0,-0.1992400399658103,-0.7396552307846711,-0.7479935872884818,0.5776837966162736,-0.2839538878416511,-0.5510445161497284,-1.0507190482879987,0.07346821675857992,1.1667409951101613,0.4417518538712889,0.5278365494560822,-0.8851778340038108,-1.6641457346804742,-1.4582217022530726,-1.7985045858419313,0.4555481510695618,0.3545899164295798,0.964065746427652,0.9228138764435367,0.5494510042075527,0.35558282569868727,0.8241349580932541,0.8001438764893365,0.6920112568958973,0.7539673526812565,0.5292430148381829,0.4078869385097589
156,6.458690335970481,angry,2,-0.6437055622145182,0.3276179688569776,-0.3188272800258718,-1.1068353870627747,-0.6529441129976961,-0.6375907553877147,-1.2582216680730043,0.005563380678160623,0.5046830794220146,-0.6543196795513383,1.241942922293193,-1.3822032106007591,0.22325233087005564,-0.9201114052855363,0.4765255062863713,0.7657827732484134,0.6387068081764964,0.8589777787690988,0.08767144234343538,0.8934559335307674,0.06014716831436584,0.9536253272482196,0.9908903855878801,0.37212414372260005,0.44966046528690207,0.9600704858514912,0.39100525184191226
53,7.031822597693937,relaxed,3,-0.8897354079550199,0.45859005022925725,0.5553042402013442,-0.5358601453196812,-1.1501722636046205,2.0181962626525842,-1.7196435811770205,0.41221280693941104,0.3298390057056597,0.8207979018870952,1.8563022567114031,0.1909119026415619,-0.028026796061767237,0.511209883846139,0.14350172228416408,0.17321816521159272,0.6606174649257873,0.8949483054578709,0.7838100717627962,0.060675935483626375,0.5125019989071868,0.20570801503832115,0.9163792060769336,0.6379733091250248,0.14216272689558884,0.0850910875245039,0.9116471393727691
82,12.823511427299525,happy,0,0.6159342296175103,0.3076772797829366,1.3776419311074444,0.6496961046703469,-0.9092571285177287,0.684104595119388,-0.009277176834684481,0.22270130699148788,-0.05963195218923711,-2.3727924292830784,-0.02427372932690808,-0.5291082138287277,-0.2652627512426876,-0.24797236589535704,0.011843493036439699,0.5559997039773225,0.633642515468638,0.05632855275682502,0.48153805120882354,0.7675280798006858,0.39109653473859884,0.41775096950584734,0.9230684203724736,0.4926776469856762,0.11293004337847279,0.5315549860908575,0.3114112711818461
102,9.164133727433889,relaxed,3,0.42940955855549867,-0.04686718675159707,-0.8826302598766443,-1.1346654831640453,1.1338962202784377,-0.04384025650934769,-0.7507907523881038,0.6728749204866051,-0.8661564925700034,-0.09874098413049003,-0.49904938048904185,0.07086871267602605,-0.09350029381591561,0.27626138896447666,-1.2989380521259617,0.2874245143336167,0.7777179913912912,0.5859238915159989,0.14008544824110336,0.23302644349676227,0.1553621053933013,0.5893850002186573,0.5701073951472321,0.8833999457345764,0.5342926112595383,0.35258357894673487,0.25684184275576505
184,14.401737431384273,angry,2,-0.47321786996309,-0.20040864608904707,-1.0850990755569239,-0.13046684105410125,-0.2741713857066513,0.37197123847102903,-0.10097246040883867,-0.8384817876288613,0.55115179165931,0.5411878405741165,-1.6747514971550426,0.5470277864800989,0.5264388834098401,0.4333365032776285,-1.4098363293688234,0.06176793165389527,0.6477791605638811,0.8970247104493945,0.784310428519728,0.5870862394258024,0.6999788138013712,0.2716524521442333,0.6266006943092994,0.8349011258870072,0.37123051567282717,0.4149453703290428,0.9166148542104892
180,19.135380100110442,sad,1,0.5567298108128769,-0.38612407077427524,-0.8951735595215774,-1.0574569980492092,0.8648795662530882,1.2435761153466272,0.5679731271689236,0.8178381555620642,0.5417150414344155,0.21918214466794272,2.5352492876515105,-0.5286258764447793,1.9964341090610307,-1.8201809753650346,-0.05326197118056854,0.8665283522923307,0.6953273616382558,0.40927414454931954,0.4429232674821618,0.3214208995578487,0.9012398904484318,0.9874788207681987,0.0449978801104951,0.6334479661376301,0.3925891617146803,0.3878122725067683,0.07143265206996452
199,5.0862961607778425,relaxed,3,-0.3902918944725031,0.7412916001844205,-0.3749982982458945,-0.5385837813577743,0.7591426835036993,-0.4019634495429354,0.14086018251168095,1.3241267623280926,-0.9698271714077406,-0.4183135290571214,0.18264907020251264,-2.313372822439936,0.9204690767105074,-0.2813010083694681,1.2973826632908578,0.1900004846350537,0.2818839789787334,0.9308325533548019,0.7030185145865925,0.41037291270178045,0.6279386350383633,0.5696207552809944,0.7041642293476873,0.31113536359842064,0.4161377187380112,0.6246788852520673,0.017328744883730818
87,11.844930698597652,happy,0,0.9384752809726147,0.2641071784179405,-0.15043986005877133,-1.6192035484333172,-0.39319752088767407,-0.20828418195755982,-0.19143078968722316,-1.5341481538157709,0.8391210504817205,-0.44056613587818555,2.5806065156607705,0.27701360767404065,-0.07661802288162267,0.35548367960765104,-1.084120358638194,0.728064910940148,0.47601127590439685,0.5846263600980273,0.7375375220865452,0.20224000868084124,0.7293710155604871,0.09001226550424546,0.3652188674210758,0.4805218897874888,0.3633660964471126,0.7061899251677184,0.6981327052513618
154,6.019387080484023,angry,2,0.22296080671916862,-0.39686048102270677,0.3179579166658682,-0.4476710393453008,-1.227327180727495,-1.1275418193279227,-0.5456745939336468,-1.3542788852053462,-0.1793139528295833,1.219826783712155,-2.041489988501928,0.4632684934247314,0.1876307249272434,-1.0537445800180354,1.3131002447874696,0.941299197633679,0.832246311416087,0.3945763923700688,0.44167305493159914,0.47481558683698954,0.7972298851320663,0.11042681864117643,0.7672277644438259,0.3672501556392843,0.2973359312377809,0.41492719724709926,0.07377208270785607
116,10.188979568179171,angry,2,-0.12562730889214557,-0.6185566555850532,-0.5161485276092184,-1.2450180851447394,0.2500389653075943,-0.12641772900257156,0.34290780715613534,0.685344425487192,1.0121048387334504,-1.431180894857111,-1.1567759737259604,-0.42063740671112354,0.38628835989679927,-1.0934412985328736,0.18731451006429117,0.022891635809046074,0.04711006748576707,0.7812559286161164,0.9723124550497845,0.7412079423305901,0.9850318906294494,0.575788747590786,0.8138892235022065,0.7438361811261883,0.8412318572752263,0.7135237705595348,0.8115859262793316
172,12.77456265223725,sad,1,0.6754872067094606,0.6933915826256734,-0.7491874250929217,-0.9049198623888738,-0.6783994737925875,2.1119797391144854,0.90917462343225,1.4645014331658561,0.5126684110377272,0.14872033005626367,-0.2781533127361325,0.6149765503913692,0.6272037029995358,0.5143757664267073,-0.019263437468305368,0.15253629436369953,0.35773117618535866,0.3481143294624024,0.8118096807773254,0.5530582879674499,0.6174845954695639,0.926649112379805,0.6113567872924193,0.5809287733237817,0.26379007000841115,0.24115469360588038,0.034038664939308294
122,17.62258791024061,relaxed,3,-0.8354611054645467,0.6393907826170047,0.4338743090582526,-0.5410691828550335,0.9232527876410197,1.1711876870031044,0.7422768897771804,0.039017466717384375,0.5390010090146035,0.1876230408202231,0.5555818869791752,-2.1637382080993652,1.1062855151773054,-1.0161657216132471,-0.6731509989068636,0.314499623573931,0.056801786849952074,0.23327330375714073,0.24340620682015812,0.5343328887952082,0.8695140983811901,0.20924620707210717,0.16772934545772666,0.05985963650356119,0.17180129863058957,0.5832358934095738,0.10843677501608362
